location,date,vaccine,total_vaccinations
Italy,7/12/2021,Johnson&Johnson,1275024
Italy,7/12/2021,Moderna,5656430
Italy,7/12/2021,Oxford/AstraZeneca,10004779
Italy,7/12/2021,Pfizer/BioNTech,41350558
Italy,7/13/2021,Johnson&Johnson,1278011
Italy,7/13/2021,Moderna,5727719
Italy,7/13/2021,Oxford/AstraZeneca,10095768
Italy,7/13/2021,Pfizer/BioNTech,41753915
Italy,7/14/2021,Johnson&Johnson,1281906
Italy,7/14/2021,Moderna,5808385
Italy,7/14/2021,Oxford/AstraZeneca,10192349
Italy,7/14/2021,Pfizer/BioNTech,42135441
Italy,7/15/2021,Johnson&Johnson,1285814
Italy,7/15/2021,Moderna,5873321
Italy,7/15/2021,Oxford/AstraZeneca,10281349
Italy,7/15/2021,Pfizer/BioNTech,42578601
Italy,7/16/2021,Johnson&Johnson,1288886
Italy,7/16/2021,Moderna,5933552
Italy,7/16/2021,Oxford/AstraZeneca,10372444
Italy,7/16/2021,Pfizer/BioNTech,43014012
Italy,7/17/2021,Johnson&Johnson,1291151
Italy,7/17/2021,Moderna,5992810
Italy,7/17/2021,Oxford/AstraZeneca,10454808
Italy,7/17/2021,Pfizer/BioNTech,43402476
Italy,7/18/2021,Johnson&Johnson,1292480
Italy,7/18/2021,Moderna,6047420
Italy,7/18/2021,Oxford/AstraZeneca,10522396
Italy,7/18/2021,Pfizer/BioNTech,43718717
Italy,7/19/2021,Johnson&Johnson,1295555
Italy,7/19/2021,Moderna,6111191
Italy,7/19/2021,Oxford/AstraZeneca,10614867
Italy,7/19/2021,Pfizer/BioNTech,44125186
Italy,7/20/2021,Johnson&Johnson,1298820
Italy,7/20/2021,Moderna,6184586
Italy,7/20/2021,Oxford/AstraZeneca,10709681
Italy,7/20/2021,Pfizer/BioNTech,44507300
Japan,2/17/2021,Pfizer/BioNTech,125
Japan,2/18/2021,Pfizer/BioNTech,611
Japan,2/19/2021,Pfizer/BioNTech,5039
Japan,2/22/2021,Pfizer/BioNTech,11934
Japan,2/24/2021,Pfizer/BioNTech,17888
Japan,2/25/2021,Pfizer/BioNTech,21896
Japan,2/26/2021,Pfizer/BioNTech,28530
Japan,3/1/2021,Pfizer/BioNTech,31785
Japan,3/2/2021,Pfizer/BioNTech,34772
Japan,3/3/2021,Pfizer/BioNTech,37303
Japan,3/4/2021,Pfizer/BioNTech,39174
Japan,3/5/2021,Pfizer/BioNTech,46469
Japan,3/8/2021,Pfizer/BioNTech,70796
Japan,3/9/2021,Pfizer/BioNTech,107558
Japan,3/10/2021,Pfizer/BioNTech,148950
Japan,3/11/2021,Pfizer/BioNTech,181184
Japan,3/12/2021,Pfizer/BioNTech,230542
Japan,3/15/2021,Pfizer/BioNTech,290275
Japan,3/16/2021,Pfizer/BioNTech,359191
Japan,3/17/2021,Pfizer/BioNTech,437485
Japan,3/18/2021,Pfizer/BioNTech,508702
Japan,3/19/2021,Pfizer/BioNTech,578835
Japan,3/22/2021,Pfizer/BioNTech,652698
Japan,3/23/2021,Pfizer/BioNTech,699126
Japan,3/24/2021,Pfizer/BioNTech,741180
Japan,3/25/2021,Pfizer/BioNTech,775122
Japan,3/26/2021,Pfizer/BioNTech,822869
Japan,3/29/2021,Pfizer/BioNTech,890662
Japan,3/30/2021,Pfizer/BioNTech,949731
Japan,3/31/2021,Pfizer/BioNTech,1002739
Japan,4/1/2021,Pfizer/BioNTech,1050112
Japan,4/2/2021,Pfizer/BioNTech,1096698
Japan,4/5/2021,Pfizer/BioNTech,1196884
Japan,4/6/2021,Pfizer/BioNTech,1288566
Japan,4/7/2021,Pfizer/BioNTech,1393108
Japan,4/8/2021,Pfizer/BioNTech,1487606
Japan,4/9/2021,Pfizer/BioNTech,1592517
Japan,4/12/2021,Pfizer/BioNTech,1694310
Japan,4/13/2021,Pfizer/BioNTech,1752592
Japan,4/14/2021,Pfizer/BioNTech,1808543
Japan,4/15/2021,Pfizer/BioNTech,1870415
Japan,4/16/2021,Pfizer/BioNTech,1951547
Japan,4/17/2021,Pfizer/BioNTech,1959735
Japan,4/18/2021,Pfizer/BioNTech,1968603
Japan,4/19/2021,Pfizer/BioNTech,2121359
Japan,4/20/2021,Pfizer/BioNTech,2298648
Japan,4/21/2021,Pfizer/BioNTech,2512356
Japan,4/22/2021,Pfizer/BioNTech,2721230
Japan,4/23/2021,Pfizer/BioNTech,2954838
Japan,4/24/2021,Pfizer/BioNTech,2990705
Japan,4/25/2021,Pfizer/BioNTech,3014401
Japan,4/26/2021,Pfizer/BioNTech,3338873
Japan,4/27/2021,Pfizer/BioNTech,3622320
Japan,4/28/2021,Pfizer/BioNTech,3949496
Japan,4/29/2021,Pfizer/BioNTech,3968904
Japan,4/30/2021,Pfizer/BioNTech,4312013
Japan,5/1/2021,Pfizer/BioNTech,4351522
Japan,5/2/2021,Pfizer/BioNTech,4375565
Japan,5/3/2021,Pfizer/BioNTech,4383547
Japan,5/4/2021,Pfizer/BioNTech,4392449
Japan,5/5/2021,Pfizer/BioNTech,4402725
Japan,5/6/2021,Pfizer/BioNTech,4785915
Japan,5/7/2021,Pfizer/BioNTech,4978663
Japan,5/8/2021,Pfizer/BioNTech,5045035
Japan,5/9/2021,Pfizer/BioNTech,5125428
Japan,5/10/2021,Pfizer/BioNTech,5472168
Japan,5/11/2021,Pfizer/BioNTech,5801734
Japan,5/12/2021,Pfizer/BioNTech,6182015
Japan,5/13/2021,Pfizer/BioNTech,6596258
Japan,5/14/2021,Pfizer/BioNTech,7008586
Japan,5/15/2021,Pfizer/BioNTech,7174306
Japan,5/16/2021,Pfizer/BioNTech,7380539
Japan,5/17/2021,Pfizer/BioNTech,7979369
Japan,5/18/2021,Pfizer/BioNTech,8532942
Japan,5/19/2021,Pfizer/BioNTech,9160251
Japan,5/20/2021,Pfizer/BioNTech,9686935
Japan,5/21/2021,Pfizer/BioNTech,10255165
Japan,5/22/2021,Pfizer/BioNTech,10574801
Japan,5/23/2021,Pfizer/BioNTech,10920972
Japan,5/24/2021,Moderna,10101
Japan,5/24/2021,Pfizer/BioNTech,11686026
Japan,5/25/2021,Moderna,20364
Japan,5/25/2021,Pfizer/BioNTech,12328896
Japan,5/26/2021,Moderna,32002
Japan,5/26/2021,Pfizer/BioNTech,13031443
Japan,5/27/2021,Moderna,44434
Japan,5/27/2021,Pfizer/BioNTech,13746494
Japan,5/28/2021,Moderna,58830
Japan,5/28/2021,Pfizer/BioNTech,14453190
Japan,5/29/2021,Moderna,74355
Japan,5/29/2021,Pfizer/BioNTech,14958813
Japan,5/30/2021,Moderna,90258
Japan,5/30/2021,Pfizer/BioNTech,15463323
Japan,5/31/2021,Moderna,109155
Japan,5/31/2021,Pfizer/BioNTech,16330566
Japan,6/1/2021,Moderna,128461
Japan,6/1/2021,Pfizer/BioNTech,17202607
Japan,6/2/2021,Moderna,148395
Japan,6/2/2021,Pfizer/BioNTech,18121761
Japan,6/3/2021,Moderna,168495
Japan,6/3/2021,Pfizer/BioNTech,19025484
Japan,6/4/2021,Moderna,189648
Japan,6/4/2021,Pfizer/BioNTech,19908194
Japan,6/5/2021,Moderna,210022
Japan,6/5/2021,Pfizer/BioNTech,20613990
Japan,6/6/2021,Moderna,232821
Japan,6/6/2021,Pfizer/BioNTech,21323975
Japan,6/7/2021,Moderna,263888
Japan,6/7/2021,Pfizer/BioNTech,22356360
Japan,6/8/2021,Moderna,293984
Japan,6/8/2021,Pfizer/BioNTech,23404487
Japan,6/9/2021,Moderna,322079
Japan,6/9/2021,Pfizer/BioNTech,24495326
Japan,6/10/2021,Moderna,352515
Japan,6/10/2021,Pfizer/BioNTech,25553204
Japan,6/11/2021,Moderna,382968
Japan,6/11/2021,Pfizer/BioNTech,26593791
Japan,6/12/2021,Moderna,415763
Japan,6/12/2021,Pfizer/BioNTech,27469034
Japan,6/13/2021,Moderna,449395
Japan,6/13/2021,Pfizer/BioNTech,28333741
Japan,6/14/2021,Moderna,484358
Japan,6/14/2021,Pfizer/BioNTech,29491850
Japan,6/15/2021,Moderna,516571
Japan,6/15/2021,Pfizer/BioNTech,30659040
Japan,6/16/2021,Moderna,549403
Japan,6/16/2021,Pfizer/BioNTech,31863666
Japan,6/17/2021,Moderna,585614
Japan,6/17/2021,Pfizer/BioNTech,33074098
Japan,6/18/2021,Moderna,616820
Japan,6/18/2021,Pfizer/BioNTech,34235778
Japan,6/19/2021,Moderna,653512
Japan,6/19/2021,Pfizer/BioNTech,35263427
Japan,6/20/2021,Moderna,692499
Japan,6/20/2021,Pfizer/BioNTech,36292322
Japan,6/21/2021,Moderna,743187
Japan,6/21/2021,Pfizer/BioNTech,37541662
Japan,6/22/2021,Moderna,788840
Japan,6/22/2021,Pfizer/BioNTech,38810143
Japan,6/23/2021,Moderna,835503
Japan,6/23/2021,Pfizer/BioNTech,40113679
Japan,6/24/2021,Moderna,878704
Japan,6/24/2021,Pfizer/BioNTech,41407219
Japan,6/25/2021,Moderna,928954
Japan,6/25/2021,Pfizer/BioNTech,42710122
Japan,6/26/2021,Moderna,981011
Japan,6/26/2021,Pfizer/BioNTech,43886643
Japan,6/27/2021,Moderna,1033251
Japan,6/27/2021,Pfizer/BioNTech,45054987
Japan,6/28/2021,Moderna,1092390
Japan,6/28/2021,Pfizer/BioNTech,46337898
Japan,6/29/2021,Moderna,1150461
Japan,6/29/2021,Pfizer/BioNTech,47649420
Japan,6/30/2021,Moderna,1210919
Japan,6/30/2021,Pfizer/BioNTech,48955271
Japan,7/1/2021,Moderna,1271302
Japan,7/1/2021,Pfizer/BioNTech,50026083
Japan,7/2/2021,Moderna,1334610
Japan,7/2/2021,Pfizer/BioNTech,51029516
Japan,7/3/2021,Moderna,1412426
Japan,7/3/2021,Pfizer/BioNTech,52217374
Japan,7/4/2021,Moderna,1482503
Japan,7/4/2021,Pfizer/BioNTech,53357261
Japan,7/5/2021,Moderna,1568939
Japan,7/5/2021,Pfizer/BioNTech,54627383
Japan,7/6/2021,Moderna,1651772
Japan,7/6/2021,Pfizer/BioNTech,55926298
Japan,7/7/2021,Moderna,1735520
Japan,7/7/2021,Pfizer/BioNTech,57218609
Japan,7/8/2021,Moderna,1826864
Japan,7/8/2021,Pfizer/BioNTech,58478337
Japan,7/9/2021,Moderna,1917329
Japan,7/9/2021,Pfizer/BioNTech,59709713
Japan,7/10/2021,Moderna,2023034
Japan,7/10/2021,Pfizer/BioNTech,60956155
Japan,7/11/2021,Moderna,2118249
Japan,7/11/2021,Pfizer/BioNTech,62047487
Japan,7/12/2021,Moderna,2229096
Japan,7/12/2021,Pfizer/BioNTech,63187788
Japan,7/13/2021,Moderna,2333838
Japan,7/13/2021,Pfizer/BioNTech,64309121
Japan,7/14/2021,Moderna,2427891
Japan,7/14/2021,Pfizer/BioNTech,65425356
Japan,7/15/2021,Moderna,2518471
Japan,7/15/2021,Pfizer/BioNTech,66496551
Japan,7/16/2021,Moderna,2605953
Japan,7/16/2021,Pfizer/BioNTech,67523365
Japan,7/17/2021,Moderna,2703251
Japan,7/17/2021,Pfizer/BioNTech,68561077
Japan,7/18/2021,Moderna,2799493
Japan,7/18/2021,Pfizer/BioNTech,69484664
Japan,7/19/2021,Moderna,2908790
Japan,7/19/2021,Pfizer/BioNTech,70274728
Japan,7/20/2021,Moderna,2988634
Japan,7/20/2021,Pfizer/BioNTech,70982254
Latvia,12/4/2020,Moderna,1
Latvia,12/16/2020,Pfizer/BioNTech,1
Latvia,12/20/2020,Moderna,4
Latvia,12/21/2020,Pfizer/BioNTech,2
Latvia,12/22/2020,Pfizer/BioNTech,4
Latvia,12/24/2020,Pfizer/BioNTech,5
Latvia,12/27/2020,Pfizer/BioNTech,6
Latvia,12/28/2020,Pfizer/BioNTech,604
Latvia,12/29/2020,Moderna,5
Latvia,12/29/2020,Pfizer/BioNTech,1477
Latvia,12/30/2020,Pfizer/BioNTech,2273
Latvia,12/31/2020,Moderna,6
Latvia,12/31/2020,Pfizer/BioNTech,2275
Latvia,1/2/2021,Pfizer/BioNTech,2276
Latvia,1/3/2021,Pfizer/BioNTech,2277
Latvia,1/4/2021,Pfizer/BioNTech,2978
Latvia,1/5/2021,Pfizer/BioNTech,3869
Latvia,1/6/2021,Moderna,7
Latvia,1/6/2021,Pfizer/BioNTech,4646
Latvia,1/7/2021,Pfizer/BioNTech,5458
Latvia,1/8/2021,Pfizer/BioNTech,6367
Latvia,1/9/2021,Pfizer/BioNTech,6672
Latvia,1/10/2021,Pfizer/BioNTech,7008
Latvia,1/11/2021,Moderna,8
Latvia,1/11/2021,Pfizer/BioNTech,8375
Latvia,1/12/2021,Pfizer/BioNTech,10005
Latvia,1/13/2021,Johnson&Johnson,1
Latvia,1/13/2021,Moderna,138
Latvia,1/13/2021,Pfizer/BioNTech,11388
Latvia,1/14/2021,Moderna,562
Latvia,1/14/2021,Oxford/AstraZeneca,1
Latvia,1/14/2021,Pfizer/BioNTech,12793
Latvia,1/15/2021,Moderna,924
Latvia,1/15/2021,Pfizer/BioNTech,14307
Latvia,1/16/2021,Moderna,954
Latvia,1/16/2021,Pfizer/BioNTech,14948
Latvia,1/17/2021,Pfizer/BioNTech,15066
Latvia,1/18/2021,Moderna,1098
Latvia,1/18/2021,Pfizer/BioNTech,15773
Latvia,1/19/2021,Moderna,1160
Latvia,1/19/2021,Pfizer/BioNTech,16591
Latvia,1/20/2021,Moderna,1170
Latvia,1/20/2021,Pfizer/BioNTech,17360
Latvia,1/21/2021,Pfizer/BioNTech,17644
Latvia,1/22/2021,Moderna,1190
Latvia,1/22/2021,Pfizer/BioNTech,17844
Latvia,1/23/2021,Pfizer/BioNTech,17972
Latvia,1/24/2021,Pfizer/BioNTech,17973
Latvia,1/25/2021,Pfizer/BioNTech,18642
Latvia,1/26/2021,Moderna,1203
Latvia,1/26/2021,Pfizer/BioNTech,19486
Latvia,1/27/2021,Moderna,1210
Latvia,1/27/2021,Pfizer/BioNTech,20311
Latvia,1/28/2021,Moderna,1211
Latvia,1/28/2021,Pfizer/BioNTech,21095
Latvia,1/29/2021,Moderna,1222
Latvia,1/29/2021,Pfizer/BioNTech,22051
Latvia,1/30/2021,Moderna,1223
Latvia,1/30/2021,Pfizer/BioNTech,22359
Latvia,1/31/2021,Pfizer/BioNTech,22698
Latvia,2/1/2021,Moderna,1224
Latvia,2/1/2021,Pfizer/BioNTech,23890
Latvia,2/2/2021,Moderna,1347
Latvia,2/2/2021,Oxford/AstraZeneca,2
Latvia,2/2/2021,Pfizer/BioNTech,25589
Latvia,2/3/2021,Moderna,1568
Latvia,2/3/2021,Pfizer/BioNTech,26995
Latvia,2/4/2021,Moderna,1679
Latvia,2/4/2021,Pfizer/BioNTech,28394
Latvia,2/5/2021,Moderna,1769
Latvia,2/5/2021,Oxford/AstraZeneca,3
Latvia,2/5/2021,Pfizer/BioNTech,29974
Latvia,2/6/2021,Oxford/AstraZeneca,4
Latvia,2/6/2021,Pfizer/BioNTech,30544
Latvia,2/7/2021,Oxford/AstraZeneca,5
Latvia,2/7/2021,Pfizer/BioNTech,30671
Latvia,2/8/2021,Moderna,1810
Latvia,2/8/2021,Pfizer/BioNTech,31042
Latvia,2/9/2021,Moderna,1830
Latvia,2/9/2021,Oxford/AstraZeneca,26
Latvia,2/9/2021,Pfizer/BioNTech,31187
Latvia,2/10/2021,Moderna,1960
Latvia,2/10/2021,Oxford/AstraZeneca,442
Latvia,2/10/2021,Pfizer/BioNTech,31281
Latvia,2/11/2021,Moderna,2345
Latvia,2/11/2021,Oxford/AstraZeneca,1538
Latvia,2/11/2021,Pfizer/BioNTech,31593
Latvia,2/12/2021,Moderna,2688
Latvia,2/12/2021,Oxford/AstraZeneca,2710
Latvia,2/12/2021,Pfizer/BioNTech,31822
Latvia,2/13/2021,Moderna,2738
Latvia,2/13/2021,Oxford/AstraZeneca,2933
Latvia,2/13/2021,Pfizer/BioNTech,31951
Latvia,2/14/2021,Moderna,2758
Latvia,2/14/2021,Oxford/AstraZeneca,2934
Latvia,2/14/2021,Pfizer/BioNTech,31953
Latvia,2/15/2021,Moderna,2911
Latvia,2/15/2021,Oxford/AstraZeneca,3633
Latvia,2/15/2021,Pfizer/BioNTech,31981
Latvia,2/16/2021,Moderna,3131
Latvia,2/16/2021,Oxford/AstraZeneca,4783
Latvia,2/16/2021,Pfizer/BioNTech,32002
Latvia,2/17/2021,Moderna,3260
Latvia,2/17/2021,Oxford/AstraZeneca,6501
Latvia,2/17/2021,Pfizer/BioNTech,32163
Latvia,2/18/2021,Moderna,3498
Latvia,2/18/2021,Oxford/AstraZeneca,7757
Latvia,2/18/2021,Pfizer/BioNTech,32223
Latvia,2/19/2021,Moderna,3706
Latvia,2/19/2021,Oxford/AstraZeneca,8871
Latvia,2/19/2021,Pfizer/BioNTech,32280
Latvia,2/20/2021,Moderna,3726
Latvia,2/20/2021,Oxford/AstraZeneca,9596
Latvia,2/20/2021,Pfizer/BioNTech,32281
Latvia,2/21/2021,Oxford/AstraZeneca,10405
Latvia,2/22/2021,Moderna,3970
Latvia,2/22/2021,Oxford/AstraZeneca,11916
Latvia,2/22/2021,Pfizer/BioNTech,32316
Latvia,2/23/2021,Moderna,4193
Latvia,2/23/2021,Oxford/AstraZeneca,14068
Latvia,2/23/2021,Pfizer/BioNTech,32347
Latvia,2/24/2021,Moderna,4347
Latvia,2/24/2021,Oxford/AstraZeneca,18206
Latvia,2/24/2021,Pfizer/BioNTech,32389
Latvia,2/25/2021,Moderna,4609
Latvia,2/25/2021,Oxford/AstraZeneca,22053
Latvia,2/25/2021,Pfizer/BioNTech,32484
Latvia,2/26/2021,Moderna,4821
Latvia,2/26/2021,Oxford/AstraZeneca,25097
Latvia,2/26/2021,Pfizer/BioNTech,32621
Latvia,2/27/2021,Moderna,5142
Latvia,2/27/2021,Oxford/AstraZeneca,25359
Latvia,2/27/2021,Pfizer/BioNTech,32630
Latvia,2/28/2021,Moderna,5144
Latvia,2/28/2021,Oxford/AstraZeneca,25489
Latvia,2/28/2021,Pfizer/BioNTech,32633
Latvia,3/1/2021,Moderna,5526
Latvia,3/1/2021,Oxford/AstraZeneca,27144
Latvia,3/1/2021,Pfizer/BioNTech,32874
Latvia,3/2/2021,Moderna,6252
Latvia,3/2/2021,Oxford/AstraZeneca,28959
Latvia,3/2/2021,Pfizer/BioNTech,33201
Latvia,3/3/2021,Moderna,7005
Latvia,3/3/2021,Oxford/AstraZeneca,33096
Latvia,3/3/2021,Pfizer/BioNTech,33856
Latvia,3/4/2021,Moderna,7532
Latvia,3/4/2021,Oxford/AstraZeneca,40345
Latvia,3/4/2021,Pfizer/BioNTech,34386
Latvia,3/5/2021,Johnson&Johnson,2
Latvia,3/5/2021,Moderna,8009
Latvia,3/5/2021,Oxford/AstraZeneca,46593
Latvia,3/5/2021,Pfizer/BioNTech,34736
Latvia,3/6/2021,Moderna,8094
Latvia,3/6/2021,Oxford/AstraZeneca,47708
Latvia,3/6/2021,Pfizer/BioNTech,34739
Latvia,3/7/2021,Johnson&Johnson,3
Latvia,3/7/2021,Oxford/AstraZeneca,47789
Latvia,3/7/2021,Pfizer/BioNTech,34742
Latvia,3/8/2021,Johnson&Johnson,4
Latvia,3/8/2021,Moderna,8357
Latvia,3/8/2021,Oxford/AstraZeneca,49955
Latvia,3/8/2021,Pfizer/BioNTech,34747
Latvia,3/9/2021,Moderna,8716
Latvia,3/9/2021,Oxford/AstraZeneca,52562
Latvia,3/9/2021,Pfizer/BioNTech,34988
Latvia,3/10/2021,Moderna,9000
Latvia,3/10/2021,Oxford/AstraZeneca,55201
Latvia,3/10/2021,Pfizer/BioNTech,35557
Latvia,3/11/2021,Moderna,9162
Latvia,3/11/2021,Oxford/AstraZeneca,58731
Latvia,3/11/2021,Pfizer/BioNTech,35706
Latvia,3/12/2021,Moderna,9295
Latvia,3/12/2021,Oxford/AstraZeneca,66031
Latvia,3/12/2021,Pfizer/BioNTech,35751
Latvia,3/13/2021,Moderna,9365
Latvia,3/13/2021,Oxford/AstraZeneca,67337
Latvia,3/13/2021,Pfizer/BioNTech,35754
Latvia,3/14/2021,Moderna,9366
Latvia,3/14/2021,Oxford/AstraZeneca,67410
Latvia,3/15/2021,Moderna,9468
Latvia,3/15/2021,Oxford/AstraZeneca,72895
Latvia,3/16/2021,Johnson&Johnson,5
Latvia,3/16/2021,Moderna,9632
Latvia,3/16/2021,Oxford/AstraZeneca,72907
Latvia,3/16/2021,Pfizer/BioNTech,35768
Latvia,3/17/2021,Moderna,9794
Latvia,3/17/2021,Oxford/AstraZeneca,72912
Latvia,3/17/2021,Pfizer/BioNTech,35779
Latvia,3/18/2021,Johnson&Johnson,6
Latvia,3/18/2021,Moderna,10015
Latvia,3/18/2021,Oxford/AstraZeneca,72915
Latvia,3/18/2021,Pfizer/BioNTech,35837
Latvia,3/19/2021,Moderna,10354
Latvia,3/19/2021,Oxford/AstraZeneca,73431
Latvia,3/19/2021,Pfizer/BioNTech,35936
Latvia,3/20/2021,Moderna,10404
Latvia,3/20/2021,Oxford/AstraZeneca,73784
Latvia,3/20/2021,Pfizer/BioNTech,35939
Latvia,3/21/2021,Oxford/AstraZeneca,73809
Latvia,3/21/2021,Pfizer/BioNTech,35944
Latvia,3/22/2021,Johnson&Johnson,8
Latvia,3/22/2021,Moderna,11060
Latvia,3/22/2021,Oxford/AstraZeneca,76849
Latvia,3/22/2021,Pfizer/BioNTech,35947
Latvia,3/23/2021,Johnson&Johnson,9
Latvia,3/23/2021,Moderna,12305
Latvia,3/23/2021,Oxford/AstraZeneca,82980
Latvia,3/23/2021,Pfizer/BioNTech,36147
Latvia,3/24/2021,Moderna,13802
Latvia,3/24/2021,Oxford/AstraZeneca,89392
Latvia,3/24/2021,Pfizer/BioNTech,36692
Latvia,3/25/2021,Moderna,15407
Latvia,3/25/2021,Oxford/AstraZeneca,94377
Latvia,3/25/2021,Pfizer/BioNTech,37176
Latvia,3/26/2021,Moderna,17077
Latvia,3/26/2021,Oxford/AstraZeneca,97280
Latvia,3/26/2021,Pfizer/BioNTech,37629
Latvia,3/27/2021,Moderna,17482
Latvia,3/27/2021,Oxford/AstraZeneca,97446
Latvia,3/27/2021,Pfizer/BioNTech,37633
Latvia,3/28/2021,Oxford/AstraZeneca,97477
Latvia,3/28/2021,Pfizer/BioNTech,37636
Latvia,3/29/2021,Moderna,18508
Latvia,3/29/2021,Oxford/AstraZeneca,99131
Latvia,3/29/2021,Pfizer/BioNTech,37641
Latvia,3/30/2021,Moderna,19817
Latvia,3/30/2021,Oxford/AstraZeneca,103048
Latvia,3/30/2021,Pfizer/BioNTech,38627
Latvia,3/31/2021,Moderna,21160
Latvia,3/31/2021,Oxford/AstraZeneca,106992
Latvia,3/31/2021,Pfizer/BioNTech,40334
Latvia,4/1/2021,Moderna,22666
Latvia,4/1/2021,Oxford/AstraZeneca,109763
Latvia,4/1/2021,Pfizer/BioNTech,40973
Latvia,4/2/2021,Johnson&Johnson,10
Latvia,4/2/2021,Moderna,22912
Latvia,4/2/2021,Oxford/AstraZeneca,110089
Latvia,4/2/2021,Pfizer/BioNTech,40980
Latvia,4/3/2021,Johnson&Johnson,11
Latvia,4/3/2021,Moderna,23072
Latvia,4/3/2021,Oxford/AstraZeneca,113451
Latvia,4/3/2021,Pfizer/BioNTech,41124
Latvia,4/4/2021,Moderna,23080
Latvia,4/4/2021,Oxford/AstraZeneca,115074
Latvia,4/4/2021,Pfizer/BioNTech,41128
Latvia,4/5/2021,Johnson&Johnson,12
Latvia,4/5/2021,Moderna,23218
Latvia,4/5/2021,Oxford/AstraZeneca,117808
Latvia,4/5/2021,Pfizer/BioNTech,41135
Latvia,4/6/2021,Moderna,24946
Latvia,4/6/2021,Oxford/AstraZeneca,122089
Latvia,4/6/2021,Pfizer/BioNTech,41197
Latvia,4/7/2021,Johnson&Johnson,18
Latvia,4/7/2021,Moderna,27337
Latvia,4/7/2021,Oxford/AstraZeneca,130143
Latvia,4/7/2021,Pfizer/BioNTech,41324
Latvia,4/8/2021,Johnson&Johnson,20
Latvia,4/8/2021,Moderna,29345
Latvia,4/8/2021,Oxford/AstraZeneca,135484
Latvia,4/8/2021,Pfizer/BioNTech,41778
Latvia,4/9/2021,Johnson&Johnson,26
Latvia,4/9/2021,Moderna,30761
Latvia,4/9/2021,Oxford/AstraZeneca,139498
Latvia,4/9/2021,Pfizer/BioNTech,42079
Latvia,4/10/2021,Moderna,30914
Latvia,4/10/2021,Oxford/AstraZeneca,141308
Latvia,4/10/2021,Pfizer/BioNTech,42136
Latvia,4/11/2021,Johnson&Johnson,28
Latvia,4/11/2021,Moderna,30916
Latvia,4/11/2021,Oxford/AstraZeneca,141398
Latvia,4/11/2021,Pfizer/BioNTech,42140
Latvia,4/12/2021,Moderna,31481
Latvia,4/12/2021,Oxford/AstraZeneca,143409
Latvia,4/12/2021,Pfizer/BioNTech,42558
Latvia,4/13/2021,Moderna,32373
Latvia,4/13/2021,Oxford/AstraZeneca,145659
Latvia,4/13/2021,Pfizer/BioNTech,43796
Latvia,4/14/2021,Moderna,34250
Latvia,4/14/2021,Oxford/AstraZeneca,148231
Latvia,4/14/2021,Pfizer/BioNTech,46208
Latvia,4/15/2021,Moderna,36076
Latvia,4/15/2021,Oxford/AstraZeneca,150490
Latvia,4/15/2021,Pfizer/BioNTech,48493
Latvia,4/16/2021,Moderna,37015
Latvia,4/16/2021,Oxford/AstraZeneca,155642
Latvia,4/16/2021,Pfizer/BioNTech,51892
Latvia,4/17/2021,Moderna,37228
Latvia,4/17/2021,Oxford/AstraZeneca,161128
Latvia,4/17/2021,Pfizer/BioNTech,52708
Latvia,4/18/2021,Moderna,37326
Latvia,4/18/2021,Oxford/AstraZeneca,161517
Latvia,4/18/2021,Pfizer/BioNTech,53148
Latvia,4/19/2021,Moderna,38682
Latvia,4/19/2021,Oxford/AstraZeneca,162399
Latvia,4/19/2021,Pfizer/BioNTech,54911
Latvia,4/20/2021,Moderna,42702
Latvia,4/20/2021,Oxford/AstraZeneca,163369
Latvia,4/20/2021,Pfizer/BioNTech,57327
Latvia,4/21/2021,Moderna,48126
Latvia,4/21/2021,Oxford/AstraZeneca,164975
Latvia,4/21/2021,Pfizer/BioNTech,60746
Latvia,4/22/2021,Moderna,54100
Latvia,4/22/2021,Oxford/AstraZeneca,165817
Latvia,4/22/2021,Pfizer/BioNTech,63792
Latvia,4/23/2021,Moderna,58248
Latvia,4/23/2021,Oxford/AstraZeneca,166997
Latvia,4/23/2021,Pfizer/BioNTech,69283
Latvia,4/24/2021,Moderna,58669
Latvia,4/24/2021,Oxford/AstraZeneca,167649
Latvia,4/24/2021,Pfizer/BioNTech,74421
Latvia,4/25/2021,Moderna,58917
Latvia,4/25/2021,Oxford/AstraZeneca,167738
Latvia,4/25/2021,Pfizer/BioNTech,75480
Latvia,4/26/2021,Moderna,61021
Latvia,4/26/2021,Oxford/AstraZeneca,169297
Latvia,4/26/2021,Pfizer/BioNTech,76394
Latvia,4/27/2021,Johnson&Johnson,103
Latvia,4/27/2021,Moderna,64372
Latvia,4/27/2021,Oxford/AstraZeneca,171688
Latvia,4/27/2021,Pfizer/BioNTech,78084
Latvia,4/28/2021,Johnson&Johnson,214
Latvia,4/28/2021,Moderna,68451
Latvia,4/28/2021,Oxford/AstraZeneca,174491
Latvia,4/28/2021,Pfizer/BioNTech,85735
Latvia,4/29/2021,Johnson&Johnson,263
Latvia,4/29/2021,Moderna,72644
Latvia,4/29/2021,Oxford/AstraZeneca,177587
Latvia,4/29/2021,Pfizer/BioNTech,92854
Latvia,4/30/2021,Johnson&Johnson,343
Latvia,4/30/2021,Moderna,75597
Latvia,4/30/2021,Oxford/AstraZeneca,179749
Latvia,4/30/2021,Pfizer/BioNTech,99212
Latvia,5/1/2021,Johnson&Johnson,344
